day	section	student_id	absent
2019-12-07	6418429	9359383266	FALSE
2020-03-30	4720427	0202879708	FALSE
2020-02-17	5345133	4856476281	FALSE
2019-12-22	2548890	3618825432	FALSE
2020-04-22	6094021	1338332859	FALSE
2019-10-06	5051335	3302367743	FALSE
2019-09-30	3705658	6852690434	FALSE
2020-02-16	4311641	0338048924	FALSE
2020-02-14	1679432	8584615179	FALSE
2020-05-19	9990943	1674910120	FALSE
2019-08-23	1396574	7519857947	FALSE
2020-05-11	3349628	7943640542	FALSE
2020-05-18	3249763	4680316806	FALSE
2020-03-31	2852872	8417954309	FALSE
2020-03-16	3366417	4837819317	FALSE
2019-12-31	4186124	6257110700	FALSE
2020-06-03	6374995	5276223036	FALSE
2020-02-13	3348577	1129669076	FALSE
2019-10-21	8034561	0068463330	FALSE
2019-12-21	9422183	9456785465	FALSE
2020-05-10	624058	7474550944	FALSE
2019-10-22	774123	7891305695	FALSE
2020-03-03	3795849	7326623506	FALSE
2019-12-11	3583122	8417402062	FALSE
2020-03-08	1852783	9364197216	FALSE
2020-05-31	2218719	4236950657	FALSE
2019-10-08	7879401	7547766853	FALSE
2019-12-19	8783638	5533367244	FALSE
2020-01-08	2293419	4174661315	FALSE
2019-12-23	8647745	5903802859	FALSE
2020-02-18	2141987	3542128763	FALSE
2020-06-02	4393645	9189505867	FALSE
2019-12-12	5864689	7972199366	FALSE
2019-12-14	2561255	9627504765	FALSE
2020-01-02	8185550	8462749817	FALSE
2019-12-25	7750071	9888572614	FALSE
2020-05-14	3620201	8345274146	FALSE
2019-11-21	5886254	4248288981	FALSE
2020-03-30	4720426	8992572536	FALSE
2020-05-10	8748273	9062184833	FALSE
2020-02-10	6919656	6106359785	FALSE
2020-03-31	262816	2523673842	FALSE
2020-02-14	796607	1454606276	FALSE
2020-05-13	4720941	0501992971	FALSE
2020-02-12	5192082	2866987829	FALSE
2019-09-12	8004542	7360947016	FALSE
2020-04-24	7602409	0822914302	FALSE
2020-05-31	5596963	3956623185	FALSE
2019-10-03	6901041	8512790478	FALSE
2020-04-22	7379101	3371786022	FALSE
2020-03-19	1936298	4979785850	FALSE
2019-12-01	3277024	7881854868	FALSE
2019-12-17	6516224	0688464774	FALSE
2019-09-17	695953	8536142197	FALSE
2020-05-21	1269050	8742635728	TRUE
2020-05-12	1754280	0969717900	FALSE
2019-10-07	7254630	9234976601	FALSE
2020-02-10	695351	5523470076	FALSE
2020-05-16	2058314	8215641907	FALSE
2019-09-08	5799039	4765770378	FALSE
2019-10-02	3972204	1719103674	FALSE
2020-03-07	1060376	2858400785	TRUE
2019-12-24	6237110	4149800365	FALSE
2019-11-05	2248218	1994728215	FALSE
2019-12-21	148646	9988758717	FALSE
2020-01-08	4012608	8794009987	FALSE
2019-10-23	9511701	9544141861	FALSE
2020-04-20	8871355	7168645244	FALSE
2020-05-05	1391080	5026889188	FALSE
2020-03-06	2708012	6197657172	FALSE
2020-04-05	1642924	0212301348	FALSE
2019-09-30	4121720	3770768531	FALSE
2020-01-03	4045201	0735434671	FALSE
2020-02-26	3845718	6327907574	FALSE
2020-03-21	4507381	6918549326	FALSE
2020-03-13	2433538	0349996837	FALSE
2019-09-08	704894	4007709003	FALSE
2020-04-15	1880325	9935133686	FALSE
2020-03-10	6692515	3346025718	FALSE
2019-12-06	1030655	1170808009	FALSE
2020-01-26	8431791	0433009881	FALSE
2019-12-09	5939318	9221973018	FALSE
2020-04-22	9148240	9382067829	FALSE
2019-09-18	9360805	6518636573	FALSE
2019-09-15	3894576	7221234640	FALSE
2019-11-29	4255782	6656417610	FALSE
2020-04-17	6018154	3766696079	FALSE
2019-11-04	2301586	1094376013	FALSE
2020-05-09	8455263	3693732095	FALSE
2019-09-08	2156103	2114722570	FALSE
2019-11-12	5232469	7682111600	FALSE
2020-01-13	1205135	8019378480	FALSE
2019-09-14	3644114	3316595967	FALSE
2020-02-08	7608675	2316254407	FALSE
2019-09-20	9461432	6901736648	FALSE
2020-04-25	6083127	8242675526	FALSE
2020-01-09	4904971	5117204797	FALSE
2019-10-31	7038313	3818453655	FALSE
2019-12-27	7643391	8081465347	FALSE
2019-10-29	2632789	4387735329	FALSE
2019-09-17	8451531	5844201612	FALSE
2019-11-01	1786118	0020672403	FALSE
2019-12-09	2057423	3178802288	FALSE
2020-01-18	1340805	5966820054	TRUE
2019-12-29	2034206	2134041048	FALSE
2020-05-08	3045438	3920844582	FALSE
2020-02-09	2646637	3655946157	FALSE
2019-08-30	9603138	0380580840	TRUE
2020-03-24	7450325	3960846408	FALSE
2020-04-19	5986181	1116191236	FALSE
2020-05-17	5779542	1556030770	FALSE
2020-01-04	471584	9334047958	FALSE
2019-12-03	8264289	8950411669	FALSE
2020-02-19	6957919	3505014034	FALSE
2020-01-19	3545185	9964844863	FALSE
2019-09-22	7031171	0151401670	FALSE
2019-09-17	7370058	6270219808	FALSE
2020-03-14	839548	5856434447	FALSE
2020-02-05	2416991	2571517173	FALSE
2020-03-07	892282	2778209487	FALSE
2020-02-24	8532806	2390657863	FALSE
2019-09-29	3225893	6504793278	FALSE
2019-09-29	5576706	9477838418	FALSE
2020-01-15	8519907	1443781739	FALSE
2020-03-08	1148640	9917485788	FALSE
2019-11-03	9227993	2516498557	FALSE
2019-09-04	5441878	1073625090	FALSE
2020-04-04	6796165	6954708801	FALSE
2020-05-22	5321694	1259760420	FALSE
2020-03-29	2817632	1931191325	FALSE
2020-05-09	4827287	1577773890	FALSE
2020-03-09	9180439	9365052232	FALSE
2020-05-02	5200027	7900888342	FALSE
2019-08-30	3248739	0276588767	FALSE
2019-09-24	7828950	9667908218	FALSE
2019-08-28	6170726	1521355457	FALSE
2020-05-29	4693617	6058353734	FALSE
2019-10-10	8574142	0357654618	FALSE
2020-01-08	8027798	8950788420	FALSE
2020-04-16	4135492	1205350374	FALSE
2020-01-05	6683870	8371833158	FALSE
2019-11-12	3704995	2951406822	FALSE
2019-12-10	9821557	0174213708	FALSE
2020-02-27	5362340	2710518656	FALSE
2020-02-01	9647698	2542364645	FALSE
2019-11-13	4065549	6277936929	FALSE
2020-04-29	4113837	8987686810	FALSE
2020-02-28	4838080	3476183857	FALSE
2019-10-28	9308614	7200100236	FALSE
2019-10-24	2512677	0398335123	FALSE
2020-04-18	6759249	0623267472	FALSE
2019-11-03	1313326	6657935156	FALSE
2019-08-23	1857905	7241190666	FALSE
2020-01-13	2438125	0038891845	FALSE
2019-10-13	9891828	9476886821	FALSE
2019-11-14	6544002	3860521046	FALSE
2020-04-09	5091039	5026319757	FALSE
2020-04-06	3395934	5101879622	FALSE
2020-02-20	8827619	6804689136	TRUE
2019-11-05	2810856	3799789328	FALSE
2020-01-07	143196	4835181546	FALSE
2019-10-17	8259591	9646164941	FALSE
2019-09-17	6574225	1423304082	FALSE
2020-02-20	1321222	9520121289	FALSE
2020-05-08	9485261	7020666426	FALSE
2020-02-12	6025842	0014821095	FALSE
2019-10-18	2041235	5019136739	FALSE
2019-12-28	824940	9281156064	FALSE
2019-10-27	1049577	0422223626	FALSE
2020-05-10	5861370	3541582051	FALSE
2020-04-03	8701701	2258097982	FALSE
2019-12-06	3943786	6931974359	FALSE
2019-10-20	2044226	9742832356	TRUE
2020-01-09	4831103	8545293688	FALSE
2020-04-09	8802001	4142580462	FALSE
2019-11-20	3211888	9830543130	FALSE
2020-02-20	9715149	8499235980	FALSE
2020-03-26	1198844	4684410149	FALSE
2020-04-23	3297408	2720552293	FALSE
2019-10-27	6422448	9548155138	FALSE
2020-04-03	6930164	6781949671	FALSE
2019-11-14	5403704	6768804674	FALSE
2019-11-04	7301226	6101442805	FALSE
2020-04-19	2781837	9346538855	FALSE
2019-11-05	5174393	9851961385	FALSE
2020-03-21	6520575	6235415754	FALSE
2019-11-29	2321070	9537399427	FALSE
2020-05-12	7700863	9467101646	FALSE
2019-11-25	3587931	5460940469	FALSE
2019-11-20	2446710	9378229272	FALSE
